common_name,botanical_name,plant_url
Peninsular Spineflower,Chorizanthe leptotheca,//legacy.calscape.org/qrcodes/Chorizanthe-leptotheca(192)
Dwarf Groundsmoke,Gayophytum humile,//legacy.calscape.org/qrcodes/Gayophytum-humile(192)
Hasse's Sedge,Carex hassei,//legacy.calscape.org/qrcodes/Carex-hassei(192)
Purple Reed Grass,Calamagrostis purpurascens,//legacy.calscape.org/qrcodes/Calamagrostis-purpurascens(192)
Western Roseroot,Rhodiola integrifolia ssp. integrifolia,//legacy.calscape.org/qrcodes/Rhodiola-integrifolia-ssp.-integrifolia(192)
Santa Catalina Island Bedstraw,Galium catalinense,//legacy.calscape.org/qrcodes/Galium-catalinense(192)
Brittle Sandwort,Minuartia nuttallii var. gregaria,//legacy.calscape.org/qrcodes/Minuartia-nuttallii-var.-gregaria(192)
Hansen's Clover,Trifolium longipes ssp. hansenii,//legacy.calscape.org/qrcodes/Trifolium-longipes-ssp.-hansenii(192)
Slender Wild Cabbage,Caulanthus major,//legacy.calscape.org/qrcodes/Caulanthus-major(192)
Radishroot Woodsorrel,Oxalis pilosa,//legacy.calscape.org/qrcodes/Oxalis-pilosa(192)
Panamint Butterfly Bush,Buddleja utahensis,//legacy.calscape.org/qrcodes/Buddleja-utahensis(192)
Dwarf Checkerbloom,Sidalcea asprella,//legacy.calscape.org/qrcodes/Sidalcea-asprella(192)
Spreading Navarretia,Navarretia fossalis,//legacy.calscape.org/qrcodes/Navarretia-fossalis(192)
Navajo Fleabane,Erigeron concinnus,//legacy.calscape.org/qrcodes/Erigeron-concinnus(192)
Winged Cryptantha,Cryptantha holoptera,//legacy.calscape.org/qrcodes/Cryptantha-holoptera(192)
California Mock Pennyroyal,Hedeoma nana ssp. californica,//legacy.calscape.org/qrcodes/Hedeoma-nana-ssp.-californica(192)
Bidwell's Knotweed,Polygonum bidwelliae,//legacy.calscape.org/qrcodes/Polygonum-bidwelliae(192)
Serpentine Collomia,Collomia diversifolia,//legacy.calscape.org/qrcodes/Collomia-diversifolia(192)
Thymeleaf Beardstyle,Pogogyne serpylloides,//legacy.calscape.org/qrcodes/Pogogyne-serpylloides(192)
San Gabriel Linanthus,Linanthus concinnus,//legacy.calscape.org/qrcodes/Linanthus-concinnus(192)
Longleaf Brickellbush,Brickellia longifolia,//legacy.calscape.org/qrcodes/Brickellia-longifolia(192)
Doublehorn Calicoflower,Downingia bicornuta var. bicornuta,//legacy.calscape.org/qrcodes/Downingia-bicornuta-var.-bicornuta(192)
,Astragalus minthorniae var. villosus,//legacy.calscape.org/qrcodes/Astragalus-minthorniae-var.-villosus(192)
Common Pepperweed,Lepidium densiflorum,//legacy.calscape.org/qrcodes/Lepidium-densiflorum(192)
Pygmy Leptosiphon,Leptosiphon pygmaeus ssp. continentalis,//legacy.calscape.org/qrcodes/Leptosiphon-pygmaeus-ssp.-continentalis(192)
Moss Rush,Juncus bryoides,//legacy.calscape.org/qrcodes/Juncus-bryoides(192)
California Coreopsis,Leptosyne californica,//legacy.calscape.org/qrcodes/Leptosyne-californica(192)
Needle Spike-rush,Eleocharis acicularis var. acicularis,//legacy.calscape.org/qrcodes/Eleocharis-acicularis-var.-acicularis(192)
Spiny Abrojo,Condalia globosa var. pubescens,//legacy.calscape.org/qrcodes/Condalia-globosa-var.-pubescens(192)
Heermann's Wild Buckwheat,Eriogonum heermannii var. heermannii,//legacy.calscape.org/qrcodes/Eriogonum-heermannii-var.-heermannii(192)
Leafless Wintergreen,Pyrola aphylla,//legacy.calscape.org/qrcodes/Pyrola-aphylla(192)
Rosy Pussytoes,Antennaria rosea ssp. rosea,//legacy.calscape.org/qrcodes/Antennaria-rosea-ssp.-rosea(192)
White-margined Beardtongue,Penstemon albomarginatus,//legacy.calscape.org/qrcodes/Penstemon-albomarginatus(192)
Siskiyou Paintbrush,Castilleja miniata ssp. elata,//legacy.calscape.org/qrcodes/Castilleja-miniata-ssp.-elata(192)
Fewleaf Thistle,Cirsium remotifolium,//legacy.calscape.org/qrcodes/Cirsium-remotifolium(192)
Parry's Rough Tarplant,Centromadia parryi ssp. rudis,//legacy.calscape.org/qrcodes/Centromadia-parryi-ssp.-rudis(192)
False Spikeflower,Hollisteria lanata,//legacy.calscape.org/qrcodes/Hollisteria-lanata(192)
Sierra Podistera,Podistera nevadensis,//legacy.calscape.org/qrcodes/Podistera-nevadensis(192)
Sacramento Waxydogbane,Cycladenia humilis var. venusta,//legacy.calscape.org/qrcodes/Cycladenia-humilis-var.-venusta(192)
Prickleleaf,Hecastocleis shockleyi,//legacy.calscape.org/qrcodes/Hecastocleis-shockleyi(192)
Rusty Molly,Kochia californica,//legacy.calscape.org/qrcodes/Kochia-californica(192)
Rambling Fleabane,Erigeron vagus,//legacy.calscape.org/qrcodes/Erigeron-vagus(192)
Leafy Fleabane,Erigeron foliosus var. confinis,//legacy.calscape.org/qrcodes/Erigeron-foliosus-var.-confinis(192)
Small-flowered Plectritis,Plectritis congesta ssp. brachystemon,//legacy.calscape.org/qrcodes/Plectritis-congesta-ssp.-brachystemon(192)
Little San Bernardino Mountains Linanthus,Linanthus maculatus,//legacy.calscape.org/qrcodes/Linanthus-maculatus(192)
Silky Cryptantha,Cryptantha crinita,//legacy.calscape.org/qrcodes/Cryptantha-crinita(192)
Slender Hawkweed,Hieracium triste,//legacy.calscape.org/qrcodes/Hieracium-triste(192)
Foothill Jepsonia,Jepsonia heterandra,//legacy.calscape.org/qrcodes/Jepsonia-heterandra(192)
Thin Daisy,Erigeron tener,//legacy.calscape.org/qrcodes/Erigeron-tener(192)
Alpine Bittercress,Cardamine bellidifolia,//legacy.calscape.org/qrcodes/Cardamine-bellidifolia(192)
Streamside Daisy,Erigeron biolettii,//legacy.calscape.org/qrcodes/Erigeron-biolettii(192)
Warty Caltrop,Kallstroemia parviflora,//legacy.calscape.org/qrcodes/Kallstroemia-parviflora(192)
Mono Penstemon,Penstemon monoensis,//legacy.calscape.org/qrcodes/Penstemon-monoensis(192)
Bushy Knotweed,Polygonum ramosissimum,//legacy.calscape.org/qrcodes/Polygonum-ramosissimum(192)
Death Valley Round-leaved Phacelia,Phacelia mustelina,//legacy.calscape.org/qrcodes/Phacelia-mustelina(192)
Western Burnet,Poteridium annuum,//legacy.calscape.org/qrcodes/Poteridium-annuum(192)
Threepetal Bedstraw,Galium trifidum ssp. columbianum,//legacy.calscape.org/qrcodes/Galium-trifidum-ssp.-columbianum(192)
Mountain Indian Paintbrush,Castilleja peirsonii,//legacy.calscape.org/qrcodes/Castilleja-peirsonii(192)
Inyo Gilia,Linanthus inyoensis,//legacy.calscape.org/qrcodes/Linanthus-inyoensis(192)
Sticky Catchfly,Silene nuda,//legacy.calscape.org/qrcodes/Silene-nuda(192)
Largeleaf Avens,Geum macrophyllum var. perincisum,//legacy.calscape.org/qrcodes/Geum-macrophyllum-var.-perincisum(192)
Slender Popcornflower,Plagiobothrys tener,//legacy.calscape.org/qrcodes/Plagiobothrys-tener(192)
Woollypod Milkvetch,Astragalus purshii var. purshii,//legacy.calscape.org/qrcodes/Astragalus-purshii-var.-purshii(192)
Butte County Checkerbloom,Sidalcea robusta,//legacy.calscape.org/qrcodes/Sidalcea-robusta(192)
Hoffmann's Rockcress,Boechera hoffmannii,//legacy.calscape.org/qrcodes/Boechera-hoffmannii(192)
Klamath Rockcress,Boechera subpinnatifida,//legacy.calscape.org/qrcodes/Boechera-subpinnatifida(192)
Leafy Pea,Lathyrus polyphyllus,//legacy.calscape.org/qrcodes/Lathyrus-polyphyllus(192)
King's Rice Grass,Stipa kingii,//legacy.calscape.org/qrcodes/Stipa-kingii(192)
Rusty Lupine,Lupinus pusillus,//legacy.calscape.org/qrcodes/Lupinus-pusillus(192)
Yellow Willowherb,Epilobium luteum,//legacy.calscape.org/qrcodes/Epilobium-luteum(192)
Thorne's Buckwheat,Eriogonum thornei,//legacy.calscape.org/qrcodes/Eriogonum-thornei(192)
Crested Potentilla,Potentilla cristae,//legacy.calscape.org/qrcodes/Potentilla-cristae(192)
Black Milkvetch,Astragalus funereus,//legacy.calscape.org/qrcodes/Astragalus-funereus(192)
Cream-flowered Bladderwort,Utricularia ochroleuca,//legacy.calscape.org/qrcodes/Utricularia-ochroleuca(192)
Field Mouse-ear Chickweed,Cerastium arvense ssp. strictum,//legacy.calscape.org/qrcodes/Cerastium-arvense-ssp.-strictum(192)
,Thysanocarpus rigidus,//legacy.calscape.org/qrcodes/Thysanocarpus-rigidus(192)
Merced Clarkia,Clarkia lingulata,//legacy.calscape.org/qrcodes/Clarkia-lingulata(192)
,Chylismia walkeri,//legacy.calscape.org/qrcodes/Chylismia-walkeri(192)
Walker's Sun-cup,Chylismia walkeri ssp. tortilis,//legacy.calscape.org/qrcodes/Chylismia-walkeri-ssp.-tortilis(192)
Rattlesnake Fern,Botrypus virginianus,//legacy.calscape.org/qrcodes/Botrypus-virginianus(192)
Harsh Checkerbloom,Sidalcea asprella ssp. asprella,//legacy.calscape.org/qrcodes/Sidalcea-asprella-ssp.-asprella(192)
Virgate Halimolobos,Transberingia bursifolia ssp. virgata,//legacy.calscape.org/qrcodes/Transberingia-bursifolia-ssp.-virgata(192)
Cooper's Popcornflower,Plagiobothrys collinus,//legacy.calscape.org/qrcodes/Plagiobothrys-collinus(192)
Redding's Wild Buckwheat,Eriogonum spergulinum var. reddingianum,//legacy.calscape.org/qrcodes/Eriogonum-spergulinum-var.-reddingianum(192)
Rosy Gilia,Gilia sinuata,//legacy.calscape.org/qrcodes/Gilia-sinuata(192)
Eastwood's Manzanita,Arctostaphylos glandulosa ssp. mollis,//legacy.calscape.org/qrcodes/Arctostaphylos-glandulosa-ssp.-mollis(192)
Abrupt-beaked Sedge,Carex abrupta,//legacy.calscape.org/qrcodes/Carex-abrupta(192)
Sharp-nut Cryptantha,Cryptantha oxygona,//legacy.calscape.org/qrcodes/Cryptantha-oxygona(192)
Eastern Annual Saltmarsh Aster,Symphyotrichum subulatum,//legacy.calscape.org/qrcodes/Symphyotrichum-subulatum(192)
Small Venus' Looking-glass,Triodanis biflora,//legacy.calscape.org/qrcodes/Triodanis-biflora(192)
Dwarf White Milkvetch,Astragalus didymocarpus var. didymocarpus,//legacy.calscape.org/qrcodes/Astragalus-didymocarpus-var.-didymocarpus(192)
San Diego Pepperweed,Lepidium latipes,//legacy.calscape.org/qrcodes/Lepidium-latipes(192)
Dark Mountain Sedge,Carex subnigricans,//legacy.calscape.org/qrcodes/Carex-subnigricans(192)
Red Bluff Dwarf Rush,Juncus leiospermus,//legacy.calscape.org/qrcodes/Juncus-leiospermus(192)
Johnston's Monkeyflower,Mimulus johnstonii,//legacy.calscape.org/qrcodes/Mimulus-johnstonii(192)
Coulter's Saltbush,Atriplex coulteri,//legacy.calscape.org/qrcodes/Atriplex-coulteri(192)
Holly-leaved Bur-sage,Ambrosia ilicifolia,//legacy.calscape.org/qrcodes/Ambrosia-ilicifolia(192)
Parish's Biscuitroot,Lomatium nevadense var. parishii,//legacy.calscape.org/qrcodes/Lomatium-nevadense-var.-parishii(192)
Shinyleaf Sandpaper Plant,Petalonyx nitidus,//legacy.calscape.org/qrcodes/Petalonyx-nitidus(192)
Silver Sagebrush,Artemisia cana ssp. bolanderi,//legacy.calscape.org/qrcodes/Artemisia-cana-ssp.-bolanderi(192)
Narrow-leaf Spineflower,Chorizanthe angustifolia,//legacy.calscape.org/qrcodes/Chorizanthe-angustifolia(192)
Transmontane Gilia,Gilia transmontana,//legacy.calscape.org/qrcodes/Gilia-transmontana(192)
Cotula Navarretia,Navarretia cotulifolia,//legacy.calscape.org/qrcodes/Navarretia-cotulifolia(192)
Rocky Mountain Maple,Acer glabrum var. diffusum,//legacy.calscape.org/qrcodes/Acer-glabrum-var.-diffusum(192)
Three Hearts,Tricardia watsonii,//legacy.calscape.org/qrcodes/Tricardia-watsonii(192)
California Three-awn,Aristida californica,//legacy.calscape.org/qrcodes/Aristida-californica(192)
Matted Lupine,Lupinus breweri var. bryoides,//legacy.calscape.org/qrcodes/Lupinus-breweri-var.-bryoides(192)
Dwarf Calycadenia,Calycadenia villosa,//legacy.calscape.org/qrcodes/Calycadenia-villosa(192)
Coastal Blacksnakeroot,Sanicula laciniata,//legacy.calscape.org/qrcodes/Sanicula-laciniata(192)
Timwort,Cicendia quadrangularis,//legacy.calscape.org/qrcodes/Cicendia-quadrangularis(192)
Woolly-flowered Gooseberry,Ribes lasianthum,//legacy.calscape.org/qrcodes/Ribes-lasianthum(192)
,Hazardia whitneyi var. whitneyi,//legacy.calscape.org/qrcodes/Hazardia-whitneyi-var.-whitneyi(192)
Blacktack Phacelia,Phacelia pachyphylla,//legacy.calscape.org/qrcodes/Phacelia-pachyphylla(192)
Silvery False-lupine,Thermopsis californica var. argentata,//legacy.calscape.org/qrcodes/Thermopsis-californica-var.-argentata(192)
Flat-top Pussytoes,Antennaria corymbosa,//legacy.calscape.org/qrcodes/Antennaria-corymbosa(192)
California Fairypoppy,Meconella californica,//legacy.calscape.org/qrcodes/Meconella-californica(192)
Desert Horsepurslane,Trianthema portulacastrum,//legacy.calscape.org/qrcodes/Trianthema-portulacastrum(192)
Daggerpod,Anelsonia eurycarpa,//legacy.calscape.org/qrcodes/Anelsonia-eurycarpa(192)
San Diego Button-celery,Eryngium aristulatum var. parishii,//legacy.calscape.org/qrcodes/Eryngium-aristulatum-var.-parishii(192)
,Luzula subsessilis,//legacy.calscape.org/qrcodes/Luzula-subsessilis(192)
Greene's Brickellbush,Brickellia greenei,//legacy.calscape.org/qrcodes/Brickellia-greenei(192)
Bolander's Knotweed,Polygonum bolanderi,//legacy.calscape.org/qrcodes/Polygonum-bolanderi(192)
Short-rayed Alkali Aster,Symphyotrichum frondosum,//legacy.calscape.org/qrcodes/Symphyotrichum-frondosum(192)
Wasatch Desertparsley,Lomatium bicolor,//legacy.calscape.org/qrcodes/Lomatium-bicolor(192)
Nodding Arnica,Arnica parryi,//legacy.calscape.org/qrcodes/Arnica-parryi(192)
Sand Aliciella,Aliciella leptomeria,//legacy.calscape.org/qrcodes/Aliciella-leptomeria(192)
Torrey's Blue Eyed Mary,Collinsia torreyi var. torreyi,//legacy.calscape.org/qrcodes/Collinsia-torreyi-var.-torreyi(192)
,Gilia cana ssp. cana,//legacy.calscape.org/qrcodes/Gilia-cana-ssp.-cana(192)
Purple False Horkelia,Horkeliella purpurascens,//legacy.calscape.org/qrcodes/Horkeliella-purpurascens(192)
Shasta Popcornflower,Plagiobothrys shastensis,//legacy.calscape.org/qrcodes/Plagiobothrys-shastensis(192)
Bolander's Onion,Allium bolanderi,//legacy.calscape.org/qrcodes/Allium-bolanderi(192)
Lemmon's Milkvetch,Astragalus lemmonii,//legacy.calscape.org/qrcodes/Astragalus-lemmonii(192)
Mason's Sky Pilot,Polemonium chartaceum,//legacy.calscape.org/qrcodes/Polemonium-chartaceum(192)
Long-fruit Jewelflower,Streptanthus longisiliquus,//legacy.calscape.org/qrcodes/Streptanthus-longisiliquus(192)
Gilman's Goldenbush,Ericameria gilmanii,//legacy.calscape.org/qrcodes/Ericameria-gilmanii(192)
Golden Desert Trumpets,Leptosiphon aureus ssp. decorus,//legacy.calscape.org/qrcodes/Leptosiphon-aureus-ssp.-decorus(192)
Crownscale,Atriplex coronata var. coronata,//legacy.calscape.org/qrcodes/Atriplex-coronata-var.-coronata(192)
Pink Creamsacs,Castilleja rubicundula ssp. rubicundula,//legacy.calscape.org/qrcodes/Castilleja-rubicundula-ssp.-rubicundula(192)
California Sword Fern,Polystichum californicum,//legacy.calscape.org/qrcodes/Polystichum-californicum(192)
Vortriede's Spineflower,Systenotheca vortriedei,//legacy.calscape.org/qrcodes/Systenotheca-vortriedei(192)
Nightblooming False Bindweed,Calystegia atriplicifolia,//legacy.calscape.org/qrcodes/Calystegia-atriplicifolia(192)
Sierra Starwort,Pseudostellaria sierrae,//legacy.calscape.org/qrcodes/Pseudostellaria-sierrae(192)
Nevada Greasewood,Glossopetalon spinescens var. aridum,//legacy.calscape.org/qrcodes/Glossopetalon-spinescens-var.-aridum(192)
Saline Clover,Trifolium hydrophilum,//legacy.calscape.org/qrcodes/Trifolium-hydrophilum(192)
Panamint Mountains Lupine,Lupinus magnificus var. magnificus,//legacy.calscape.org/qrcodes/Lupinus-magnificus-var.-magnificus(192)
San Joaquin Tarweed,Holocarpha obconica,//legacy.calscape.org/qrcodes/Holocarpha-obconica(192)
Rosette Thistle,Cirsium scariosum var. congdonii,//legacy.calscape.org/qrcodes/Cirsium-scariosum-var.-congdonii(192)
Inyo Meadow Lupine,Lupinus pratensis var. pratensis,//legacy.calscape.org/qrcodes/Lupinus-pratensis-var.-pratensis(192)
Many-flowered Phacelia,Phacelia floribunda,//legacy.calscape.org/qrcodes/Phacelia-floribunda(192)
Phlox Heliotrope,Heliotropium convolvulaceum,//legacy.calscape.org/qrcodes/Heliotropium-convolvulaceum(192)
Congdon's Woolly Sunflower,Eriophyllum congdonii,//legacy.calscape.org/qrcodes/Eriophyllum-congdonii(192)
Mount Diablo Phacelia,Phacelia phacelioides,//legacy.calscape.org/qrcodes/Phacelia-phacelioides(192)
Whiteflower Tansyaster,Dieteria canescens var. leucanthemifolia,//legacy.calscape.org/qrcodes/Dieteria-canescens-var.-leucanthemifolia(192)
Aparejo Grass,Muhlenbergia utilis,//legacy.calscape.org/qrcodes/Muhlenbergia-utilis(192)
Showy Raillardella,Raillardella pringlei,//legacy.calscape.org/qrcodes/Raillardella-pringlei(192)
Keck's Checkerbloom,Sidalcea keckii,//legacy.calscape.org/qrcodes/Sidalcea-keckii(192)
Small-flowered Variegated Clover,Trifolium variegatum var. geminiflorum,//legacy.calscape.org/qrcodes/Trifolium-variegatum-var.-geminiflorum(192)
Mouse-gray Dudleya,Dudleya abramsii ssp. murina,//legacy.calscape.org/qrcodes/Dudleya-abramsii-ssp.-murina(192)
Dudley's Lousewort,Pedicularis dudleyi,//legacy.calscape.org/qrcodes/Pedicularis-dudleyi(192)
Linanthus,Leptosiphon floribundus ssp. floribundus,//legacy.calscape.org/qrcodes/Leptosiphon-floribundus-ssp.-floribundus(192)
Inyo Lomatium,Lomatium foeniculaceum ssp. inyoense,//legacy.calscape.org/qrcodes/Lomatium-foeniculaceum-ssp.-inyoense(192)
,Viola primulifolia,//legacy.calscape.org/qrcodes/Viola-primulifolia(192)
Bishop Milkvetch,Astragalus sepultipes,//legacy.calscape.org/qrcodes/Astragalus-sepultipes(192)
Western Featherbells,Stenanthium occidentale,//legacy.calscape.org/qrcodes/Stenanthium-occidentale(192)
Twisselmann's Nemacladus,Nemacladus twisselmannii,//legacy.calscape.org/qrcodes/Nemacladus-twisselmannii(192)
Sierra Linanthus,Leptosiphon pachyphyllus,//legacy.calscape.org/qrcodes/Leptosiphon-pachyphyllus(192)
Green Yellow Sedge,Carex viridula ssp. viridula,//legacy.calscape.org/qrcodes/Carex-viridula-ssp.-viridula(192)
Gilman's Buckwheat,Eriogonum gilmanii,//legacy.calscape.org/qrcodes/Eriogonum-gilmanii(192)
Howell's Montia,Montia howellii,//legacy.calscape.org/qrcodes/Montia-howellii(192)
Cushion Townsendia,Townsendia condensata,//legacy.calscape.org/qrcodes/Townsendia-condensata(192)
Gibbs' Milkvetch,Astragalus gibbsii,//legacy.calscape.org/qrcodes/Astragalus-gibbsii(192)
Kings River Buckwheat,Eriogonum nudum var. regirivum,//legacy.calscape.org/qrcodes/Eriogonum-nudum-var.-regirivum(192)
El Dorado Bedstraw,Galium californicum ssp. sierrae,//legacy.calscape.org/qrcodes/Galium-californicum-ssp.-sierrae(192)
Lake County Stonecrop,Sedella leiocarpa,//legacy.calscape.org/qrcodes/Sedella-leiocarpa(192)
,Cuniculotinus gramineus,//legacy.calscape.org/qrcodes/Cuniculotinus-gramineus(192)
Sequoia Gooseberry,Ribes tularense,//legacy.calscape.org/qrcodes/Ribes-tularense(192)
Rayless Mule's Ears,Wyethia invenusta,//legacy.calscape.org/qrcodes/Wyethia-invenusta(192)
Ripley's Cymopterus,Cymopterus ripleyi,//legacy.calscape.org/qrcodes/Cymopterus-ripleyi(192)
Clay Buckwheat,Eriogonum argillosum,//legacy.calscape.org/qrcodes/Eriogonum-argillosum(192)
Rosy Birdsfoot Trefoil,Hosackia rosea,//legacy.calscape.org/qrcodes/Hosackia-rosea(192)
Waldo Wild Buckwheat,Eriogonum pendulum,//legacy.calscape.org/qrcodes/Eriogonum-pendulum(192)
Common Moonwort,Botrychium lunaria,//legacy.calscape.org/qrcodes/Botrychium-lunaria(192)
Fragile-sheathed Sedge,Carex fracta,//legacy.calscape.org/qrcodes/Carex-fracta(192)
Side-grooved Cryptantha,Cryptantha affinis,//legacy.calscape.org/qrcodes/Cryptantha-affinis(192)
Pine Cryptantha,Cryptantha simulans,//legacy.calscape.org/qrcodes/Cryptantha-simulans(192)
San Gabriel Bluecup,Githopsis diffusa,//legacy.calscape.org/qrcodes/Githopsis-diffusa(192)
Pacific Serviceberry,Amelanchier alnifolia var. semiintegrifolia,//legacy.calscape.org/qrcodes/Amelanchier-alnifolia-var.-semiintegrifolia(192)
Little-flower Wild Buckwheat,Eriogonum nudum var. pauciflorum,//legacy.calscape.org/qrcodes/Eriogonum-nudum-var.-pauciflorum(192)
Brewer's Fleabane,Erigeron breweri var. breweri,//legacy.calscape.org/qrcodes/Erigeron-breweri-var.-breweri(192)
Golden-rayed Pentachaeta,Pentachaeta aurea,//legacy.calscape.org/qrcodes/Pentachaeta-aurea(192)
Winged Water Starwort,Callitriche marginata,//legacy.calscape.org/qrcodes/Callitriche-marginata(192)
Mountain Red-root Cryptantha,Cryptantha micrantha var. lepida,//legacy.calscape.org/qrcodes/Cryptantha-micrantha-var.-lepida(192)
Lemmon's Yampah,Perideridia lemmonii,//legacy.calscape.org/qrcodes/Perideridia-lemmonii(192)
Sierra Fleabane,Erigeron algidus,//legacy.calscape.org/qrcodes/Erigeron-algidus(192)
Sand Dune Blue Grass,Poa douglasii,//legacy.calscape.org/qrcodes/Poa-douglasii(192)
Brewer's Lupine,Lupinus breweri var. breweri,//legacy.calscape.org/qrcodes/Lupinus-breweri-var.-breweri(192)
Palmer's Amaranth,Amaranthus palmeri,//legacy.calscape.org/qrcodes/Amaranthus-palmeri(192)
Tucson Cryptantha,Cryptantha pterocarya var. cycloptera,//legacy.calscape.org/qrcodes/Cryptantha-pterocarya-var.-cycloptera(192)
Diffuse Spineflower,Chorizanthe diffusa,//legacy.calscape.org/qrcodes/Chorizanthe-diffusa(192)
San Benito Poppy,Eschscholzia hypecoides,//legacy.calscape.org/qrcodes/Eschscholzia-hypecoides(192)
Thickleaf Monardella,Monardella hypoleuca,//legacy.calscape.org/qrcodes/Monardella-hypoleuca(192)
Inner Coast Range Pincushion,Chaenactis glabriuscula var. heterocarpha,//legacy.calscape.org/qrcodes/Chaenactis-glabriuscula-var.-heterocarpha(192)
Mountain Phlox,Phlox austromontana,//legacy.calscape.org/qrcodes/Phlox-austromontana(192)
Cleft Sedge,Carex fissuricola,//legacy.calscape.org/qrcodes/Carex-fissuricola(192)
Eastwood's Baby Blue-eyes,Nemophila pulchella,//legacy.calscape.org/qrcodes/Nemophila-pulchella(192)
Scallopleaf Sage,Salvia vaseyi,//legacy.calscape.org/qrcodes/Salvia-vaseyi(192)
Lompoc Ceanothus,Ceanothus cuneatus var. fascicularis,//legacy.calscape.org/qrcodes/Ceanothus-cuneatus-var.-fascicularis(192)
Silky Horkelia,Horkelia sericata,//legacy.calscape.org/qrcodes/Horkelia-sericata(192)
Bearded Jewelflower,Streptanthus barbiger,//legacy.calscape.org/qrcodes/Streptanthus-barbiger(192)
,Lomatium nevadense var. nevadense,//legacy.calscape.org/qrcodes/Lomatium-nevadense-var.-nevadense(192)
Straightbeak Buttercup,Ranunculus orthorhynchus var. orthorhynchus,//legacy.calscape.org/qrcodes/Ranunculus-orthorhynchus-var.-orthorhynchus(192)
Bluntleaf Yellowcress,Rorippa curvipes,//legacy.calscape.org/qrcodes/Rorippa-curvipes(192)
Navajo Fleabane,Erigeron concinnus var. concinnus,//legacy.calscape.org/qrcodes/Erigeron-concinnus-var.-concinnus(192)
Low Phacelia,Phacelia humilis var. humilis,//legacy.calscape.org/qrcodes/Phacelia-humilis-var.-humilis(192)
Dwarf Alpine Hawksbeard,Crepis nana,//legacy.calscape.org/qrcodes/Crepis-nana(192)
Sky Mousetail,Ivesia shockleyi,//legacy.calscape.org/qrcodes/Ivesia-shockleyi(192)
Jones' False Cloak-fern,Argyrochosma jonesii,//legacy.calscape.org/qrcodes/Argyrochosma-jonesii(192)
Netted Popcornflower,Plagiobothrys reticulatus,//legacy.calscape.org/qrcodes/Plagiobothrys-reticulatus(192)
San Fernando Valley Spineflower,Chorizanthe parryi var. fernandina,//legacy.calscape.org/qrcodes/Chorizanthe-parryi-var.-fernandina(192)
Clubmoss Mousetail,Ivesia lycopodioides var. lycopodioides,//legacy.calscape.org/qrcodes/Ivesia-lycopodioides-var.-lycopodioides(192)
Spiked Woodrush,Luzula spicata,//legacy.calscape.org/qrcodes/Luzula-spicata(192)
Racemose Phacelia,Phacelia racemosa,//legacy.calscape.org/qrcodes/Phacelia-racemosa(192)
Silky California Broom,Acmispon procumbens var. procumbens,//legacy.calscape.org/qrcodes/Acmispon-procumbens-var.-procumbens(192)
Rough Barnyard Grass,Echinochloa muricata,//legacy.calscape.org/qrcodes/Echinochloa-muricata(192)
Ferris' Goldfields,Lasthenia ferrisiae,//legacy.calscape.org/qrcodes/Lasthenia-ferrisiae(192)
Evening Snow,Linanthus dichotomus ssp. dichotomus,//legacy.calscape.org/qrcodes/Linanthus-dichotomus-ssp.-dichotomus(192)
Sierra Tidytips,Layia pentachaeta ssp. pentachaeta,//legacy.calscape.org/qrcodes/Layia-pentachaeta-ssp.-pentachaeta(192)
Desert Evening Primrose,Oenothera primiveris ssp. bufonis,//legacy.calscape.org/qrcodes/Oenothera-primiveris-ssp.-bufonis(192)
Temblor Buckwheat,Eriogonum temblorense,//legacy.calscape.org/qrcodes/Eriogonum-temblorense(192)
White Meadowfoam,Limnanthes alba ssp. versicolor,//legacy.calscape.org/qrcodes/Limnanthes-alba-ssp.-versicolor(192)
Threeray Tarweed,Deinandra lobbii,//legacy.calscape.org/qrcodes/Deinandra-lobbii(192)
Ahart's Buckwheat,Eriogonum umbellatum var. ahartii,//legacy.calscape.org/qrcodes/Eriogonum-umbellatum-var.-ahartii(192)
Coastal Bluff Morning-glory,Calystegia purpurata ssp. saxicola,//legacy.calscape.org/qrcodes/Calystegia-purpurata-ssp.-saxicola(192)
King's Clover,Trifolium kingii,//legacy.calscape.org/qrcodes/Trifolium-kingii(192)
Hedge False Bindweed,Calystegia sepium ssp. limnophila,//legacy.calscape.org/qrcodes/Calystegia-sepium-ssp.-limnophila(192)
Mount Shasta Arnica,Arnica viscosa,//legacy.calscape.org/qrcodes/Arnica-viscosa(192)
Engelmann's Lomatium,Lomatium engelmannii,//legacy.calscape.org/qrcodes/Lomatium-engelmannii(192)
Desert Rabbitbrush,Ericameria nauseosa var. ceruminosa,//legacy.calscape.org/qrcodes/Ericameria-nauseosa-var.-ceruminosa(192)
Sierra Calicoflower,Downingia montana,//legacy.calscape.org/qrcodes/Downingia-montana(192)
Small Carpet Clover,Trifolium monanthum ssp. parvum,//legacy.calscape.org/qrcodes/Trifolium-monanthum-ssp.-parvum(192)
Common Agrimony,Agrimonia gryposepala,//legacy.calscape.org/qrcodes/Agrimonia-gryposepala(192)
Mount Saint Helena Morning-glory,Calystegia collina ssp. oxyphylla,//legacy.calscape.org/qrcodes/Calystegia-collina-ssp.-oxyphylla(192)
Bodie Hills Cusickiella,Cusickiella quadricostata,//legacy.calscape.org/qrcodes/Cusickiella-quadricostata(192)
